date,person_id,person_name,prod_id,prod_name,amount,prod_price,prod_cost,location
01/03/20,50,Shirley Suh,44,Product 44,17,254,150,Location 17
03/27/20,50,Shirley Suh,30,Product 30,17,389,164,Location 85
03/21/20,50,Shirley Suh,19,Product 19,17,329,160,Location 4
01/18/20,50,Shirley Suh,31,Product 31,17,344,258,Location 64
12/11/20,50,Shirley Suh,23,Product 23,17,234,136,Location 50
11/22/20,50,Shirley Suh,3,Product 3,17,344,178,Location 95
02/21/20,50,Shirley Suh,41,Product 41,17,297,200,Location 81
05/12/20,50,Shirley Suh,22,Product 22,17,265,167,Location 98
05/17/20,50,Shirley Suh,50,Product 50,17,335,217,Location 43
06/11/20,50,Shirley Suh,15,Product 15,17,234,219,Location 5
09/07/20,50,Shirley Suh,34,Product 34,17,345,196,Location 62
10/14/20,50,Shirley Suh,47,Product 47,13,275,225,Location 47
07/16/19,1,Paul Frisch,33,Product 33,22,342,194,Location 92
08/26/19,1,Paul Frisch,30,Product 30,22,389,164,Location 11
03/15/19,1,Paul Frisch,33,Product 33,22,342,194,Location 43
05/13/19,1,Paul Frisch,20,Product 20,22,279,79,Location 76
10/03/19,1,Paul Frisch,40,Product 40,22,270,235,Location 88
06/07/19,1,Paul Frisch,6,Product 6,22,351,239,Location 71
06/16/19,1,Paul Frisch,21,Product 21,22,334,187,Location 28
10/27/19,1,Paul Frisch,24,Product 24,22,278,163,Location 44
09/08/19,1,Paul Frisch,2,Product 2,22,306,256,Location 54
11/03/19,1,Paul Frisch,39,Product 39,22,231,212,Location 13
04/01/19,1,Paul Frisch,17,Product 17,22,274,265,Location 67
07/26/19,1,Paul Frisch,26,Product 26,22,418,251,Location 84
01/26/19,1,Paul Frisch,14,Product 14,22,251,195,Location 66
01/25/19,1,Paul Frisch,1,Product 1,22,337,241,Location 75
09/26/19,1,Paul Frisch,14,Product 14,22,251,195,Location 5
08/09/19,1,Paul Frisch,41,Product 41,22,297,200,Location 25
10/27/19,1,Paul Frisch,27,Product 27,22,328,210,Location 89
09/03/19,1,Paul Frisch,38,Product 38,8,295,290,Location 89
02/28/19,3,Stephen Ervin,50,Product 50,28,335,217,Location 15
03/18/19,3,Stephen Ervin,25,Product 25,28,201,191,Location 81
06/04/19,3,Stephen Ervin,34,Product 34,28,345,196,Location 95
01/08/19,3,Stephen Ervin,9,Product 9,28,365,220,Location 7
12/26/19,3,Stephen Ervin,30,Product 30,28,389,164,Location 95
06/14/19,3,Stephen Ervin,36,Product 36,28,313,189,Location 99
04/17/19,3,Stephen Ervin,13,Product 13,28,356,145,Location 77
09/14/19,3,Stephen Ervin,25,Product 25,28,201,191,Location 7
03/14/19,3,Stephen Ervin,23,Product 23,28,234,136,Location 75
12/15/19,3,Stephen Ervin,3,Product 3,28,344,178,Location 76
05/08/19,3,Stephen Ervin,30,Product 30,28,389,164,Location 50
08/06/19,3,Stephen Ervin,33,Product 33,28,342,194,Location 46
08/18/19,3,Stephen Ervin,19,Product 19,28,329,160,Location 24
09/18/19,3,Stephen Ervin,17,Product 17,28,274,265,Location 97
08/01/19,3,Stephen Ervin,6,Product 6,28,351,239,Location 53
03/08/19,3,Stephen Ervin,40,Product 40,7,270,235,Location 40
09/10/19,5,Nicole Moore,11,Product 11,20,326,173,Location 64
05/02/19,5,Nicole Moore,32,Product 32,20,283,232,Location 16
02/13/19,5,Nicole Moore,46,Product 46,20,245,198,Location 8
04/25/19,5,Nicole Moore,14,Product 14,20,251,195,Location 98
09/17/19,5,Nicole Moore,3,Product 3,20,344,178,Location 20
09/19/19,5,Nicole Moore,29,Product 29,20,245,220,Location 68
07/19/19,5,Nicole Moore,44,Product 44,20,254,150,Location 88
09/08/19,5,Nicole Moore,10,Product 10,20,359,162,Location 90
01/25/19,5,Nicole Moore,15,Product 15,20,234,219,Location 95
06/12/19,5,Nicole Moore,32,Product 32,20,283,232,Location 31
02/23/19,5,Nicole Moore,10,Product 10,20,359,162,Location 68
03/22/19,5,Nicole Moore,3,Product 3,20,344,178,Location 16
09/27/19,5,Nicole Moore,24,Product 24,20,278,163,Location 90
04/24/19,5,Nicole Moore,7,Product 7,20,328,219,Location 15
10/15/19,5,Nicole Moore,49,Product 49,20,179,172,Location 6
05/17/19,5,Nicole Moore,12,Product 12,20,256,149,Location 67
03/20/19,5,Nicole Moore,4,Product 4,20,305,197,Location 3
06/06/19,5,Nicole Moore,39,Product 39,20,231,212,Location 86
10/13/19,5,Nicole Moore,19,Product 19,20,329,160,Location 94
05/24/19,5,Nicole Moore,26,Product 26,2,418,251,Location 7
04/03/19,6,Franklin Copeland,27,Product 27,6,328,210,Location 66
09/23/19,6,Franklin Copeland,47,Product 47,6,275,225,Location 26
08/21/19,6,Franklin Copeland,25,Product 25,6,201,191,Location 10
09/08/19,6,Franklin Copeland,37,Product 37,6,293,258,Location 5
11/17/19,6,Franklin Copeland,39,Product 39,6,231,212,Location 35
02/19/19,6,Franklin Copeland,18,Product 18,6,309,265,Location 44
08/26/19,6,Franklin Copeland,8,Product 8,6,356,212,Location 73
09/20/19,6,Franklin Copeland,13,Product 13,6,356,145,Location 33
03/18/19,6,Franklin Copeland,42,Product 42,6,299,161,Location 49
01/24/19,6,Franklin Copeland,46,Product 46,6,245,198,Location 48
10/01/19,6,Franklin Copeland,26,Product 26,6,418,251,Location 42
12/11/19,6,Franklin Copeland,21,Product 21,6,334,187,Location 72
05/12/19,6,Franklin Copeland,1,Product 1,6,337,241,Location 14
05/22/19,6,Franklin Copeland,19,Product 19,6,329,160,Location 29
06/28/19,6,Franklin Copeland,19,Product 19,6,329,160,Location 15
12/19/19,6,Franklin Copeland,50,Product 50,3,335,217,Location 66
09/28/19,7,William Strohl,28,Product 28,9,260,167,Location 64
11/10/19,7,William Strohl,13,Product 13,9,356,145,Location 39
11/27/19,7,William Strohl,10,Product 10,9,359,162,Location 82
04/16/19,7,William Strohl,28,Product 28,9,260,167,Location 96
05/22/19,7,William Strohl,11,Product 11,9,326,173,Location 85
10/25/19,7,William Strohl,45,Product 45,9,276,107,Location 28
05/01/19,7,William Strohl,39,Product 39,9,231,212,Location 42
02/03/19,7,William Strohl,22,Product 22,9,265,167,Location 81
06/26/19,7,William Strohl,42,Product 42,9,299,161,Location 85
06/20/19,7,William Strohl,5,Product 5,9,274,202,Location 61
10/10/19,7,William Strohl,47,Product 47,9,275,225,Location 10
04/25/19,7,William Strohl,37,Product 37,9,293,258,Location 55
01/14/19,7,William Strohl,31,Product 31,9,344,258,Location 59
05/22/19,7,William Strohl,8,Product 8,9,356,212,Location 41
05/03/19,7,William Strohl,39,Product 39,9,231,212,Location 26
08/26/19,7,William Strohl,34,Product 34,9,345,196,Location 24
10/10/19,7,William Strohl,10,Product 10,9,359,162,Location 8
04/12/19,7,William Strohl,12,Product 12,9,256,149,Location 94
09/26/19,7,William Strohl,25,Product 25,9,201,191,Location 31
07/02/19,7,William Strohl,44,Product 44,9,254,150,Location 17
09/18/19,7,William Strohl,46,Product 46,9,245,198,Location 89
12/16/19,7,William Strohl,30,Product 30,9,389,164,Location 76
09/17/19,7,William Strohl,32,Product 32,1,283,232,Location 30
01/05/19,8,Alvin Cloud,30,Product 30,1,389,164,Location 31
04/25/19,8,Alvin Cloud,48,Product 48,1,324,186,Location 19
02/26/19,8,Alvin Cloud,26,Product 26,1,418,251,Location 8
06/18/19,8,Alvin Cloud,42,Product 42,1,299,161,Location 47
12/11/19,8,Alvin Cloud,3,Product 3,1,344,178,Location 26
07/08/19,8,Alvin Cloud,9,Product 9,1,365,220,Location 4
12/24/19,8,Alvin Cloud,12,Product 12,1,256,149,Location 41
07/13/19,8,Alvin Cloud,23,Product 23,1,234,136,Location 65
01/12/19,8,Alvin Cloud,19,Product 19,1,329,160,Location 8
07/12/19,8,Alvin Cloud,13,Product 13,1,356,145,Location 36
11/18/19,8,Alvin Cloud,35,Product 35,1,247,245,Location 42
10/05/19,9,Danielle Mccormick,41,Product 41,20,297,200,Location 63
05/23/19,9,Danielle Mccormick,22,Product 22,20,265,167,Location 37
08/09/19,9,Danielle Mccormick,33,Product 33,20,342,194,Location 57
07/22/19,9,Danielle Mccormick,37,Product 37,20,293,258,Location 26
01/09/19,9,Danielle Mccormick,41,Product 41,20,297,200,Location 8
11/14/19,9,Danielle Mccormick,30,Product 30,20,389,164,Location 68
03/24/19,9,Danielle Mccormick,32,Product 32,20,283,232,Location 5
09/01/19,9,Danielle Mccormick,49,Product 49,20,179,172,Location 35
05/13/19,9,Danielle Mccormick,22,Product 22,20,265,167,Location 67
12/03/19,9,Danielle Mccormick,36,Product 36,20,313,189,Location 42
07/22/19,9,Danielle Mccormick,38,Product 38,20,295,290,Location 52
11/16/19,9,Danielle Mccormick,23,Product 23,20,234,136,Location 70
09/11/19,9,Danielle Mccormick,13,Product 13,20,356,145,Location 2
01/24/19,9,Danielle Mccormick,25,Product 25,20,201,191,Location 7
10/27/19,9,Danielle Mccormick,4,Product 4,20,305,197,Location 22
12/25/19,9,Danielle Mccormick,33,Product 33,20,342,194,Location 37
07/09/19,9,Danielle Mccormick,24,Product 24,20,278,163,Location 73
08/23/19,9,Danielle Mccormick,28,Product 28,20,260,167,Location 3
01/18/19,9,Danielle Mccormick,13,Product 13,20,356,145,Location 86
10/20/19,9,Danielle Mccormick,36,Product 36,18,313,189,Location 67
04/14/19,10,Bruce Wood,29,Product 29,2,245,220,Location 47
05/16/19,10,Bruce Wood,4,Product 4,2,305,197,Location 61
10/24/19,10,Bruce Wood,41,Product 41,2,297,200,Location 30
12/25/19,10,Bruce Wood,22,Product 22,2,265,167,Location 42
09/02/19,10,Bruce Wood,4,Product 4,2,305,197,Location 96
02/17/19,10,Bruce Wood,26,Product 26,2,418,251,Location 82
10/24/19,10,Bruce Wood,35,Product 35,2,247,245,Location 52
06/08/19,10,Bruce Wood,28,Product 28,2,260,167,Location 81
06/26/19,10,Bruce Wood,24,Product 24,2,278,163,Location 73
06/17/19,10,Bruce Wood,24,Product 24,2,278,163,Location 94
03/26/19,10,Bruce Wood,29,Product 29,2,245,220,Location 64
05/02/19,10,Bruce Wood,13,Product 13,2,356,145,Location 8
07/06/19,10,Bruce Wood,10,Product 10,2,359,162,Location 20
08/03/19,10,Bruce Wood,7,Product 7,2,328,219,Location 28
07/10/19,10,Bruce Wood,8,Product 8,2,356,212,Location 78
08/22/19,10,Bruce Wood,37,Product 37,2,293,258,Location 76
06/15/19,10,Bruce Wood,46,Product 46,2,245,198,Location 90
12/12/19,10,Bruce Wood,5,Product 5,2,274,202,Location 86
07/25/19,10,Bruce Wood,39,Product 39,2,231,212,Location 2
09/23/19,10,Bruce Wood,3,Product 3,2,344,178,Location 42
02/09/19,10,Bruce Wood,14,Product 14,2,251,195,Location 32
09/08/19,10,Bruce Wood,47,Product 47,1,275,225,Location 9
03/18/19,11,Mathew Jacobs,44,Product 44,26,254,150,Location 40
07/24/19,11,Mathew Jacobs,42,Product 42,26,299,161,Location 37
08/25/19,11,Mathew Jacobs,24,Product 24,26,278,163,Location 95
09/12/19,11,Mathew Jacobs,42,Product 42,26,299,161,Location 12
11/25/19,11,Mathew Jacobs,49,Product 49,26,179,172,Location 5
10/05/19,11,Mathew Jacobs,12,Product 12,26,256,149,Location 71
09/21/19,11,Mathew Jacobs,44,Product 44,26,254,150,Location 90
03/25/19,11,Mathew Jacobs,48,Product 48,26,324,186,Location 55
07/14/19,11,Mathew Jacobs,37,Product 37,26,293,258,Location 2
09/18/19,11,Mathew Jacobs,39,Product 39,26,231,212,Location 35
06/27/19,11,Mathew Jacobs,8,Product 8,26,356,212,Location 39
07/13/19,11,Mathew Jacobs,2,Product 2,26,306,256,Location 47
06/22/19,11,Mathew Jacobs,15,Product 15,26,234,219,Location 79
05/20/19,11,Mathew Jacobs,46,Product 46,26,245,198,Location 30
02/20/19,11,Mathew Jacobs,11,Product 11,26,326,173,Location 96
10/09/19,11,Mathew Jacobs,45,Product 45,26,276,107,Location 87
08/27/19,11,Mathew Jacobs,49,Product 49,26,179,172,Location 81
06/23/19,11,Mathew Jacobs,20,Product 20,26,279,79,Location 64
05/01/19,11,Mathew Jacobs,50,Product 50,26,335,217,Location 19
05/03/19,11,Mathew Jacobs,6,Product 6,26,351,239,Location 21
07/28/19,11,Mathew Jacobs,16,Product 16,7,274,204,Location 90
08/25/19,12,Roger Lee,31,Product 31,16,344,258,Location 85
07/23/19,12,Roger Lee,2,Product 2,16,306,256,Location 26
10/13/19,12,Roger Lee,48,Product 48,16,324,186,Location 31
04/04/19,12,Roger Lee,38,Product 38,16,295,290,Location 64
01/07/19,12,Roger Lee,28,Product 28,16,260,167,Location 52
12/11/19,12,Roger Lee,25,Product 25,16,201,191,Location 5
11/15/19,12,Roger Lee,16,Product 16,16,274,204,Location 66
01/11/19,12,Roger Lee,16,Product 16,16,274,204,Location 27
10/24/19,12,Roger Lee,10,Product 10,16,359,162,Location 48
02/12/19,12,Roger Lee,13,Product 13,16,356,145,Location 52
10/24/19,12,Roger Lee,34,Product 34,16,345,196,Location 94
10/07/19,12,Roger Lee,18,Product 18,16,309,265,Location 10
03/14/19,12,Roger Lee,26,Product 26,16,418,251,Location 62
08/21/19,12,Roger Lee,20,Product 20,16,279,79,Location 39
10/27/19,12,Roger Lee,9,Product 9,16,365,220,Location 40
01/14/19,12,Roger Lee,41,Product 41,16,297,200,Location 76
08/06/19,12,Roger Lee,29,Product 29,16,245,220,Location 93
03/10/19,12,Roger Lee,23,Product 23,16,234,136,Location 14
11/23/19,12,Roger Lee,10,Product 10,16,359,162,Location 14
08/22/19,12,Roger Lee,27,Product 27,8,328,210,Location 90
03/18/19,14,Diane Paredes,31,Product 31,10,344,258,Location 61
06/28/19,14,Diane Paredes,8,Product 8,10,356,212,Location 69
02/10/19,14,Diane Paredes,46,Product 46,10,245,198,Location 93
09/07/19,14,Diane Paredes,44,Product 44,10,254,150,Location 24
03/21/19,14,Diane Paredes,13,Product 13,10,356,145,Location 4
11/04/19,14,Diane Paredes,33,Product 33,10,342,194,Location 19
04/28/19,14,Diane Paredes,31,Product 31,10,344,258,Location 64
07/05/19,14,Diane Paredes,14,Product 14,10,251,195,Location 86
05/12/19,14,Diane Paredes,26,Product 26,10,418,251,Location 65
08/28/19,14,Diane Paredes,25,Product 25,10,201,191,Location 43
12/13/19,14,Diane Paredes,39,Product 39,10,231,212,Location 15
05/16/19,14,Diane Paredes,7,Product 7,10,328,219,Location 13
04/26/19,14,Diane Paredes,22,Product 22,10,265,167,Location 25
08/02/19,14,Diane Paredes,5,Product 5,10,274,202,Location 10
09/08/19,14,Diane Paredes,25,Product 25,10,201,191,Location 32
01/05/19,14,Diane Paredes,33,Product 33,10,342,194,Location 57
09/23/19,14,Diane Paredes,22,Product 22,10,265,167,Location 24
11/25/19,14,Diane Paredes,10,Product 10,10,359,162,Location 50
06/05/19,14,Diane Paredes,14,Product 14,10,251,195,Location 81
05/23/19,14,Diane Paredes,38,Product 38,10,295,290,Location 20
12/17/19,14,Diane Paredes,26,Product 26,10,418,251,Location 91
03/08/19,14,Diane Paredes,11,Product 11,10,326,173,Location 36
11/01/19,14,Diane Paredes,39,Product 39,5,231,212,Location 70
03/10/19,17,Becky Hubert,31,Product 31,25,344,258,Location 45
11/19/19,17,Becky Hubert,40,Product 40,25,270,235,Location 88
01/09/19,17,Becky Hubert,22,Product 22,25,265,167,Location 2
12/17/19,17,Becky Hubert,48,Product 48,25,324,186,Location 24
09/16/19,17,Becky Hubert,48,Product 48,25,324,186,Location 1
04/01/19,17,Becky Hubert,32,Product 32,25,283,232,Location 17
10/07/19,17,Becky Hubert,35,Product 35,25,247,245,Location 78
07/21/19,17,Becky Hubert,9,Product 9,25,365,220,Location 16
01/23/19,17,Becky Hubert,25,Product 25,25,201,191,Location 39
10/15/19,17,Becky Hubert,14,Product 14,25,251,195,Location 76
09/07/19,17,Becky Hubert,36,Product 36,25,313,189,Location 80
02/21/19,17,Becky Hubert,8,Product 8,25,356,212,Location 89
01/21/19,17,Becky Hubert,32,Product 32,25,283,232,Location 73
02/01/19,17,Becky Hubert,29,Product 29,25,245,220,Location 28
08/24/19,17,Becky Hubert,7,Product 7,25,328,219,Location 61
11/16/19,17,Becky Hubert,16,Product 16,25,274,204,Location 32
02/04/19,20,Leah Brown,28,Product 28,14,260,167,Location 83
05/22/19,20,Leah Brown,40,Product 40,14,270,235,Location 16
09/16/19,20,Leah Brown,2,Product 2,14,306,256,Location 98
07/21/19,20,Leah Brown,15,Product 15,14,234,219,Location 27
07/15/19,20,Leah Brown,36,Product 36,14,313,189,Location 36
09/22/19,20,Leah Brown,36,Product 36,14,313,189,Location 48
08/22/19,20,Leah Brown,10,Product 10,14,359,162,Location 74
11/24/19,20,Leah Brown,5,Product 5,14,274,202,Location 35
10/22/19,20,Leah Brown,38,Product 38,14,295,290,Location 90
08/28/19,20,Leah Brown,24,Product 24,14,278,163,Location 54
11/07/19,20,Leah Brown,43,Product 43,14,198,185,Location 88
04/05/19,20,Leah Brown,46,Product 46,14,245,198,Location 26
06/21/19,20,Leah Brown,19,Product 19,14,329,160,Location 99
05/04/19,20,Leah Brown,34,Product 34,14,345,196,Location 35
11/05/19,20,Leah Brown,12,Product 12,14,256,149,Location 96
05/10/19,20,Leah Brown,9,Product 9,14,365,220,Location 37
08/17/19,20,Leah Brown,25,Product 25,14,201,191,Location 90
01/14/19,20,Leah Brown,36,Product 36,5,313,189,Location 58
10/07/19,21,Sally Thompson,44,Product 44,23,254,150,Location 64
03/12/19,21,Sally Thompson,45,Product 45,23,276,107,Location 53
03/13/19,21,Sally Thompson,44,Product 44,23,254,150,Location 19
09/09/19,21,Sally Thompson,21,Product 21,23,334,187,Location 17
05/02/19,21,Sally Thompson,40,Product 40,23,270,235,Location 36
12/01/19,21,Sally Thompson,23,Product 23,23,234,136,Location 72
06/18/19,21,Sally Thompson,36,Product 36,23,313,189,Location 71
09/15/19,21,Sally Thompson,8,Product 8,23,356,212,Location 94
06/08/19,21,Sally Thompson,46,Product 46,23,245,198,Location 76
06/25/19,21,Sally Thompson,38,Product 38,23,295,290,Location 53
10/12/19,21,Sally Thompson,20,Product 20,23,279,79,Location 30
07/13/19,21,Sally Thompson,48,Product 48,23,324,186,Location 10
10/22/19,21,Sally Thompson,18,Product 18,23,309,265,Location 39
11/28/19,21,Sally Thompson,16,Product 16,23,274,204,Location 99
08/27/19,21,Sally Thompson,9,Product 9,23,365,220,Location 71
08/25/19,21,Sally Thompson,37,Product 37,23,293,258,Location 87
07/15/19,22,Clarence Rickenbacker,11,Product 11,7,326,173,Location 18
11/17/19,22,Clarence Rickenbacker,41,Product 41,7,297,200,Location 84
03/27/19,22,Clarence Rickenbacker,36,Product 36,7,313,189,Location 5
04/17/19,22,Clarence Rickenbacker,15,Product 15,7,234,219,Location 5
08/25/19,22,Clarence Rickenbacker,34,Product 34,7,345,196,Location 7
12/16/19,22,Clarence Rickenbacker,40,Product 40,7,270,235,Location 6
07/21/19,22,Clarence Rickenbacker,36,Product 36,7,313,189,Location 38
12/12/19,22,Clarence Rickenbacker,19,Product 19,7,329,160,Location 54
07/04/19,22,Clarence Rickenbacker,28,Product 28,7,260,167,Location 23
04/17/19,22,Clarence Rickenbacker,48,Product 48,7,324,186,Location 16
02/15/19,22,Clarence Rickenbacker,39,Product 39,7,231,212,Location 6
02/22/19,22,Clarence Rickenbacker,10,Product 10,7,359,162,Location 80
07/06/19,22,Clarence Rickenbacker,8,Product 8,7,356,212,Location 72
12/15/19,22,Clarence Rickenbacker,29,Product 29,7,245,220,Location 49
03/22/19,22,Clarence Rickenbacker,22,Product 22,7,265,167,Location 57
08/02/19,22,Clarence Rickenbacker,37,Product 37,7,293,258,Location 5
03/08/19,22,Clarence Rickenbacker,48,Product 48,7,324,186,Location 60
03/13/19,22,Clarence Rickenbacker,7,Product 7,7,328,219,Location 7
02/07/19,22,Clarence Rickenbacker,7,Product 7,7,328,219,Location 17
02/02/19,22,Clarence Rickenbacker,27,Product 27,7,328,210,Location 11
09/12/19,22,Clarence Rickenbacker,41,Product 41,7,297,200,Location 37
09/20/19,22,Clarence Rickenbacker,29,Product 29,7,245,220,Location 42
04/18/19,22,Clarence Rickenbacker,42,Product 42,1,299,161,Location 92
04/19/19,23,Roy Silva,42,Product 42,18,299,161,Location 77
11/02/19,23,Roy Silva,4,Product 4,18,305,197,Location 9
09/05/19,23,Roy Silva,14,Product 14,18,251,195,Location 52
03/20/19,23,Roy Silva,20,Product 20,18,279,79,Location 94
05/16/19,23,Roy Silva,5,Product 5,18,274,202,Location 45
11/13/19,23,Roy Silva,15,Product 15,18,234,219,Location 35
09/17/19,23,Roy Silva,23,Product 23,18,234,136,Location 12
03/22/19,23,Roy Silva,16,Product 16,18,274,204,Location 49
03/02/19,23,Roy Silva,9,Product 9,18,365,220,Location 89
01/28/19,23,Roy Silva,6,Product 6,18,351,239,Location 90
09/26/19,23,Roy Silva,13,Product 13,18,356,145,Location 2
12/23/19,23,Roy Silva,10,Product 10,18,359,162,Location 2
08/27/19,23,Roy Silva,26,Product 26,18,418,251,Location 87
12/19/19,23,Roy Silva,27,Product 27,18,328,210,Location 24
02/17/19,23,Roy Silva,12,Product 12,18,256,149,Location 72
06/04/19,23,Roy Silva,39,Product 39,18,231,212,Location 16
01/09/19,23,Roy Silva,21,Product 21,2,334,187,Location 74
09/03/19,25,Robert Carmen,6,Product 6,19,351,239,Location 97
10/17/19,25,Robert Carmen,49,Product 49,19,179,172,Location 56
02/17/19,25,Robert Carmen,19,Product 19,19,329,160,Location 55
02/16/19,25,Robert Carmen,13,Product 13,19,356,145,Location 71
12/06/19,25,Robert Carmen,12,Product 12,19,256,149,Location 38
11/23/19,25,Robert Carmen,50,Product 50,19,335,217,Location 92
01/23/19,25,Robert Carmen,11,Product 11,19,326,173,Location 75
02/19/19,25,Robert Carmen,3,Product 3,19,344,178,Location 85
01/26/19,25,Robert Carmen,25,Product 25,19,201,191,Location 14
10/18/19,25,Robert Carmen,13,Product 13,19,356,145,Location 20
